,Bankrupt?, Net Value Growth Rate, Quick Ratio, Total debt/Total net worth, Debt ratio %, Long-term fund suitability ratio (A), Borrowing dependency, Contingent liabilities/Net worth, Inventory and accounts receivable/Net value, Fixed Assets Turnover Frequency, Net Worth Turnover Rate (times), Revenue per person, Allocation rate per person, Cash/Current Liability, Current Liability to Assets, Inventory/Current Liability, Current Liabilities/Equity, Long-term Liability to Current Assets, Total expense/Assets, Current Asset Turnover Rate, Quick Asset Turnover Rate, Cash Flow to Sales, Fixed Assets to Assets, Current Liability to Equity, Equity to Long-term Liability, Current Liability to Current Assets, Liability-Assets Flag, Total assets to GNP price, Liability to Equity, Degree of Financial Leverage (DFL)
18,0,0.0004610322100683,0.0041722448399038,0.0083549913823762,0.141336880611906,0.005065166493739,0.378709322430063,0.0053658477137564,0.400684330466773,0.000199715405547,0.0582258064516129,0.104918995931437,0.066652217400271,0.0007745714081234,0.0874131414741735,0.007098870050023,0.330593494077527,0.0184786263384258,0.0200027998283443,475000000.0,319000000.0,0.67157255666157,0.588536991728379,0.330593494077527,0.122290518681601,0.0400836626660674,0,0.0042383947829724,0.280838654876666,0.0276370493098807
19,0,0.0004455604931405,0.0082003825389557,0.0032537229046407,0.0774858663119388,0.0051918067795155,0.371230845279288,0.0053658477137564,0.398864986743442,0.0001369260924394,0.0264516129032258,0.00487346327277,0.0045963545325215,0.0090001659796179,0.0547715959620629,0.013225565351337,0.328140542219584,0.0017722279173155,0.0872959625304909,0.0001226908525316,8050000000.0,0.671578991854033,0.453055476663582,0.328140542219584,0.111816397833869,0.0219368610613265,0,0.0015213773636788,0.277138798973532,0.02692426375692
20,0,0.0004456104019047,0.0228525228731096,0.0044246254297412,0.0963509387187471,0.0053290143267315,0.36963718146295,0.0053658477137564,0.394904765796338,9000000000.0,0.0175806451612903,0.0182953160113391,0.0265124770437364,0.0130333306319023,0.0125482805799749,0.0099482316287081,0.326672008418766,0.0,0.0235294828509088,0.0001282237922008,0.0001189628412977,0.671547158903736,0.312307507929358,0.326672008418766,0.110933233663468,0.0109407284049022,0,0.0140393835372133,0.277987940183913,0.0267937782838859
21,0,0.0004663974022288,0.0129315884100428,0.0047282940752697,0.100734649454304,0.0053798206073889,0.371209596428404,0.0053658477137564,0.401752089632822,0.0003094075790483,0.0383870967741935,0.0258919260314616,0.010574621220708,0.0107444011582479,0.0685261041035546,0.0074453899638677,0.328924458893678,0.0,0.033490377677269,0.0001256957025446,0.0001112446722149,0.671591772460397,0.282147476190727,0.328924458893678,0.110933233663468,0.0186129431781689,0,0.0009354776039944,0.278208025459001,0.0268899303694454
22,0,0.0004669713530181,0.0050506121746204,0.008955945248452,0.146506636031079,0.005038164359903,0.377012769441021,0.0056211611582334,0.39919857775015,0.0001021271960184,0.0383870967741935,0.0063598842589192,0.0077242420506122,0.0026054898883075,0.0776394903553029,0.0048589567889404,0.33023501800171,0.0234307439275479,0.0567865521129865,8150000000.0,6590000000.0,0.67157328010769,0.64345360540442,0.33023501800171,0.124068109116945,0.0403947838257492,0,0.0018297581082122,0.28127420443142,0.0275654100512866
23,0,0.000443189826837,0.0045633927936448,0.017036449356642,0.19303443480364,0.0050267350323988,0.38727596441824,0.0053658477137564,0.398950729010226,0.0001059096847598,0.0335483870967742,0.0144176960474715,0.0199494372853501,0.0074057206818274,0.148790999132943,0.0015866514008089,0.337398695626466,0.0102876909592216,0.0230569804778184,0.0002071654575959,0.0001968574595429,0.671578886579623,0.44612495011706,0.337398695626466,0.122590321347876,0.0552426750998399,0,0.0187531730574311,0.287134337024927,0.0293639108382569
24,0,0.0004575385965685,0.0042708116288848,0.0174112475948167,0.19451582670738,0.0049977862977713,0.388057698458675,0.0053658477137564,0.410508518628177,0.0001868549438262,0.0691935483870968,0.0285651337338249,0.0200503174256192,0.0006434377317955,0.147142954808218,0.0042158289534332,0.337432936145491,0.0123261709166218,0.0288464702634791,8830000000.0,6920000000.0,0.671572528279559,0.529125895813831,0.337432936145491,0.126350472891858,0.0501706511809911,0,0.0008303787948983,0.287405943036028,0.0282061238442121
25,0,0.0003974983531355,0.0043481678430217,0.0089842147019396,0.14674849593373,0.0052722013922033,0.377159274676067,0.006770985668324,0.396915689897016,6200000000.0,0.0174193548387097,0.0091300324603792,0.0190499603993929,0.0017621484251645,0.0446516334281012,0.0055510370604689,0.328518642443675,0.0468582224978654,0.0298788242134928,0.0001308756292485,9360000000.0,0.67157505108263,0.375466283657815,0.328518642443675,0.124437101825083,0.0455039195364612,0,0.0058869342713454,0.281294868361888,0.0264153131070622
26,0,0.0004541697549794,0.0046288960394866,0.0041382832234472,0.092057925446685,0.0050512622023713,0.37216691307878,0.0053658477137564,0.396646405590396,953000000.0,0.0262903225806452,0.007725864018918,0.0113000333703663,0.0020781549539,0.0660732030729706,0.0018043577395338,0.328713957177203,0.0097970861017922,0.0531008179927038,6370000000.0,6300000000.0,0.671570119106667,0.63609965730605,0.328713957177203,0.113637687271171,0.0514813759696364,0,0.0011928328959783,0.27778065156698,0.0269244863302234
27,0,0.000458861178822,0.012717611140293,0.0012757730783611,0.0360975904707198,0.0051960893012568,0.369875392264971,0.0053658477137564,0.398816756718375,0.0001603775226363,0.0275806451612903,0.0223521290189915,0.0195770302304154,0.0145500592102375,0.0383733508227971,0.0221415146711402,0.327333227352661,0.0,0.021203558945478,0.0001127966972581,7240000000.0,0.671569021234582,0.517946678186839,0.327333227352661,0.110933233663468,0.0133933066151283,0,0.000703130976427,0.275704458052421,0.0268521603332461
28,0,0.0004609823013041,0.0078934530441541,0.0039786975989202,0.0895788614445083,0.0053478129286606,0.371971199978527,0.0058971921614507,0.400709785202224,0.0001339001014463,0.0258064516129032,0.0129900268789566,0.0108196589306293,0.0008509429954966,0.049464084101822,0.0195472796094856,0.328054100588709,0.0069329383688421,0.0209511938674771,0.0001489975480079,8030000000.0,0.671560630176296,0.353769066082734,0.328054100588709,0.114779314152081,0.018802183379403,0,0.0012253108442758,0.277664420394596,0.0270667209660536
29,1,0.0004179859008739,0.0019339053534243,0.0259513583016442,0.219608791607461,0.0050030143113255,0.392590413860514,0.0168957784927367,0.407168589392342,0.0003843008561285,0.0919354838709677,0.0544453094017596,0.0179945138695616,0.0002211740076755,0.198285095189837,0.0041391278877857,0.34619823102173,0.0015541133461602,0.0530895531056673,788000000.0,5430000000.0,0.671566921816088,0.282042669898768,0.34619823102173,0.113571113350474,0.0658158530780964,0,0.0030106087444667,0.293599485101659,0.0264718727329476
30,1,0.0004178112201989,0.0013886688118459,0.030692419226876,0.228890165371708,0.00487973886406,0.396528161437585,0.0053658477137564,0.40318023426395,4840000000.0,0.0374193548387097,0.012308505794398,0.031878626966503,0.0004156641765213,0.141036557645787,0.002469445918952,0.342348547915856,0.027677718850612,0.0224017065989479,0.0001014549478509,6420000000.0,0.671576937499325,0.669737403553366,0.342348547915856,0.130978632532992,0.124882710179452,0,0.0016307202591842,0.297038120702888,0.0248858579240944
31,0,0.0004442129565048,0.0024735273310733,0.0214911680755798,0.208241376182846,0.0049687819459784,0.38402489023291,0.0065778249000682,0.400518204824878,0.0001460040654188,0.0479032258064516,0.0121851269773659,0.0106029701988404,0.0008464738411299,0.144464755676761,0.0017896525908828,0.338921755786056,0.0042275251592367,0.0553442033972537,9210000000.0,8130000000.0,0.671571509319801,0.378040022461874,0.338921755786056,0.114574875634682,0.0826660718934626,0,0.0152524732672987,0.290364861431961,0.174090903668756
32,0,0.0004503018257474,0.0066925602037213,0.0059730619465798,0.116848565468452,0.0055625229959598,0.375580149547176,0.0053658477137564,0.400401648930968,0.000500045011616,0.0475806451612903,0.0303218130810922,0.0084933337428185,0.0003863635065499,0.0880275110524175,0.0045581961150968,0.330020694282541,0.00858359996019,0.0261244867493224,6620000000.0,5880000000.0,0.671570986736649,0.240775845864877,0.330020694282541,0.116431126822906,0.0334418320781055,0,0.0097736768670125,0.279110823236052,0.027118794439904
33,0,0.0004520985412616,0.0096801320545436,0.0024494113570249,0.0623393899083955,0.0054500650873783,0.370535225002964,0.0053658477137564,0.397339042339263,0.0002284623199819,0.027741935483871,0.0159511184877282,0.0089628511271005,0.0092128570449155,0.0629852318661099,0.003881258509637,0.32828850844728,0.0,0.0297976827489511,0.0001048879990929,9980000000.0,0.671563969938963,0.304841377324887,0.32828850844728,0.110933233663468,0.0256903594101168,0,0.000784802349315,0.276555323824668,0.0270031817899335
34,0,0.0004332579827446,0.0070949372853209,0.0066095806089787,0.124104362547994,0.005451566750846,0.375313979730833,0.0055754606610119,0.406485330703904,0.0008102090884126,0.0811290322580645,0.0330097087378641,0.0051042234599153,0.0004727246860561,0.107973141077189,0.0074194482452691,0.331087957780501,0.0028954007971214,0.0407011091686816,5130000000.0,4190000000.0,0.671572354227774,0.246535178369813,0.331087957780501,0.11385819656976,0.0270097755019044,0,0.0051235677568077,0.279572351510817,0.0276769693412717
35,0,0.0004516992711473,0.0041298236902158,0.0064727929308127,0.122622970644254,0.0058891626087687,0.376271296381209,0.0084070634688505,0.395511660278421,0.000170211993364,0.0216129032258065,0.0155721692639866,0.0123923235189406,0.0003541448892364,0.0268249264151524,0.0060324221732609,0.327391339331141,0.101679046719901,0.0302372731356502,4540000000.0,3230000000.0,0.671572303810039,0.218217119536806,0.327391339331141,0.126893762046851,0.0435699727474226,0,0.0800057949013428,0.279473637867886,0.0271146084726468
36,0,0.0004155653258061,0.0034616905826295,0.0081270119187663,0.139281071439369,0.0054067393154767,0.377688259227034,0.0059757970166715,0.398065172161094,0.0001051531870115,0.0204838709677419,0.0103638206307008,0.0131950419245699,0.0027354284465611,0.0668864003846082,0.007275602289193,0.329514477258723,0.0315335463618526,0.0444451323185891,0.0001404661904311,8150000000.0,0.671582871410684,0.309750772641902,0.329514477258723,0.123413097115044,0.047146167625873,0,0.0075629578590871,0.280673194902107,0.0263852766496002
37,0,0.0004341064317374,0.0057655333149508,0.0090398416910604,0.147201983251202,0.0052506219320007,0.37700829599873,0.006593667739105,0.401378306938559,0.0001671860023708,0.0309677419354839,0.0313352819352849,0.0269333889991991,0.0033286712192386,0.0667898989263249,0.0095270897868625,0.329685391249061,0.016531425239152,0.0268856659256116,0.0001220133306802,7980000000.0,0.671565742583657,0.362534211015486,0.329685391249061,0.121453012625326,0.0307111162442824,0,0.0073075664727595,0.281334802107135,0.0284255446452834
38,0,0.0004481807032653,0.0115135990976772,0.0043589673442216,0.0953834991081416,0.0052693092995988,0.37206178718493,0.0064334113288485,0.400006430670009,0.0001868549438262,0.0332258064516129,0.026544071207203,0.0179017765208837,0.0078461916760514,0.0369109392508691,0.0194257717749564,0.327619186930016,0.0099565371612063,0.0227111969609883,9030000000.0,5800000000.0,0.671566550794411,0.408581394140755,0.327619186930016,0.116140764144633,0.0153036136264216,0,0.0045933953106662,0.277940275905438,0.0290876038741492
39,0,0.0004433145987477,0.0120837892567191,0.0034032774327688,0.0800858602654412,0.0051692262103345,0.373058246455356,0.0053658477137564,0.39710860999728,8090000000.0,0.022258064516129,0.0228985209229911,0.0347797729236799,0.0041850225889286,0.0318425331061389,0.0089703619719112,0.327333169034145,0.0168205741253573,0.0141524170936235,0.0001188481485883,0.0001021656914615,0.671573637630687,0.552258080434942,0.327333169034145,0.117170462328494,0.0173900130803097,0,0.0034249823452305,0.277247090635208,0.0288727658138465
40,0,0.0004632281956968,0.005322606604973,0.0061454144210689,0.118874142153158,0.0055033463318991,0.374405870945663,0.0063676026128497,0.399182501075128,0.000231488310975,0.0301612903225806,0.0266204485701276,0.0169691252988141,0.0003601673881329,0.0620319590749032,0.0076892904741034,0.32891815615763,0.0228518396585358,0.0533865438419626,908000000.0,6360000000.0,0.671572664727754,0.290158934232348,0.32891815615763,0.121134084585195,0.0342822550940703,0,0.007173154537515,0.279235950325587,0.026907690710701
41,0,0.0004615312977112,0.003651961915789,0.0027904686345854,0.0690207697191402,0.0063812076716872,0.37273615861037,0.0057686214292678,0.394576533681304,6660000000.0,0.0116129032258065,0.0157895509892337,0.0289445579939419,0.0057674709439315,0.0497893575217391,0.0032163598711825,0.327895450888576,0.0137246049020913,0.0093119115378836,0.0003105668403292,0.0002567235366827,0.671585554394507,0.14159093364354,0.327895450888576,0.113433973775324,0.0529894926808951,0,0.0136977035540702,0.276802951199344,0.0270168245964067
42,0,0.0004472074823618,0.0055652805348059,0.0037954021101779,0.0866463101248602,0.0059656362112908,0.373331126435136,0.0060403870527444,0.398792641705842,0.0002836866556066,0.025,0.0140387468237299,0.0060780912813974,0.0042850393958995,0.0611603796876062,0.0114147835724283,0.328464925276516,0.0080202762242069,0.042633751869283,0.0001385705476608,9180000000.0,0.671585737561067,0.182692607961917,0.328464925276516,0.115015468328868,0.0250410417826297,0,0.0026231543818233,0.27753151182204,0.0269855998040583
43,0,0.0004640766446896,0.0032371080254576,0.0079829288977648,0.137981074462618,0.0050708950617824,0.377794503481456,0.0053658477137564,0.400791508300253,0.0002140888627645,0.0562903225806452,0.110150845291776,0.0649509268633057,0.0009355973381609,0.104974926478333,0.0066197739048239,0.3313666273415,0.0120501666287036,0.0182407389014661,4950000000.0,3050000000.0,0.671573401843555,0.533104546174003,0.3313666273415,0.118233119859588,0.0478205708628628,0,0.0040763083198197,0.280568752204964,0.0271305157359928
44,0,0.0004517990886759,0.0068541348767977,0.0040790085629086,0.0911509508117423,0.0051741205208959,0.371372877072043,0.0053658477137564,0.39928833918569,0.0001467605631671,0.0282258064516129,0.005278850814447,0.0048284743570172,0.0063796417146347,0.0702180366525852,0.009266054119749,0.328860865184663,0.0022586255564418,0.0848793239216107,0.0001214255979132,8550000000.0,0.671572121561289,0.446059811121231,0.328860865184663,0.112140100212676,0.0279892214352708,0,0.0015211125896995,0.277737513870731,0.0268773632495743
45,0,0.0004489293347296,0.0177488842613792,0.0042823662444487,0.0942346645705475,0.0053425292979409,0.36963718146295,0.0053658477137564,0.394959694435997,8930000000.0,0.0174193548387097,0.0190209009591234,0.0275443999534152,0.0037460933578421,0.0109471347671599,0.0090080541675051,0.326604641989515,0.0,0.0234604461974946,8630000000.0,7930000000.0,0.671554969955933,0.308787396718694,0.326604641989515,0.110933233663468,0.0137880446389998,0,0.012883193682767,0.277884763341779,0.0267922709919733
46,0,0.0004563158318435,0.0143832651059843,0.0046535168112056,0.0996765123802038,0.0054342420038019,0.370670546632281,0.0053658477137564,0.401792281320377,0.0003684144034145,0.0404838709677419,0.0299164255394151,0.0103223957379624,0.0104250347043708,0.0676770771328813,0.0049893844975482,0.328875992726653,0.0,0.0437922609862891,0.0001187359379074,0.0001145037933151,0.67157220873659,0.262170882467821,0.328875992726653,0.110933233663468,0.0175679084788069,0,0.000886673592217,0.278154235737719,0.0268622864067066
47,0,0.0004535958041901,0.0050687035472814,0.0084224733036048,0.141941530368534,0.0050353556930467,0.375735601666805,0.0056595495758993,0.39947590039428,0.0001081791780046,0.0367741935483871,0.0065978291203384,0.0077808394785858,0.0032513758992362,0.083577916623914,0.0050513337176799,0.330416347192852,0.0179079946382758,0.058327856731166,8780000000.0,6960000000.0,0.671576197962936,0.626178519118108,0.330416347192852,0.121344485536503,0.0406862953931031,0,0.0016752114957129,0.280887572960498,0.0271695519446991
48,0,0.0004491539241689,0.0044055611631879,0.0192286998787149,0.20110650905463,0.0050297383593342,0.388924427902649,0.0053658477137564,0.40018461381817,8620000000.0,0.032258064516129,0.0141680008225254,0.021688174610806,0.0034215819092878,0.154735300008426,0.0014749955580855,0.338820377218321,0.010178969917791,0.0225617309021248,0.00026081443129,0.0002497808113696,0.671522374214387,0.424469763532501,0.338820377218321,0.124274553544142,0.0537930903249886,0,0.0188585310063337,0.288724026813852,0.0287586332854848
49,0,0.0004553176565579,0.00420218918086,0.0150913285731221,0.184660035674336,0.0049774304152091,0.385539150448574,0.0053658477137564,0.40864094487978,0.0001535690429017,0.0570967741935484,0.0241440594568394,0.020451927949162,0.0003076468426856,0.148863536116538,0.003649804469012,0.336572430326596,0.0096736935365059,0.0300030875201421,0.0001003075568034,8180000000.0,0.671569910269329,0.561131281739441,0.336572430326596,0.121763041212354,0.0517833863733011,0,0.0007170984412459,0.285723769578705,0.0285203017680739
50,0,0.000432808803866,0.002901481870573,0.0099316973527024,0.154215920428092,0.0052339367823595,0.37809981591785,0.0066728819342887,0.396796454557268,6430000000.0,0.0190322580645161,0.009329788640336,0.0187276164335005,0.0012110417308458,0.0618289177429289,0.0031516348605918,0.32958470774727,0.0455951060292169,0.028967960582601,0.0001102851103033,8390000000.0,0.671571665624403,0.371978607127706,0.32958470774727,0.123163288875764,0.0711731712247925,0,0.0053759036818032,0.281981864383029,0.0257487295645182
51,0,0.0004458849001083,0.0042608301818993,0.0041091018521051,0.0916044381292137,0.0050563789815946,0.372056195382066,0.0053658477137564,0.39627530234197,8850000000.0,0.0254838709677419,0.008007872743563,0.0113116946521513,0.0023837862845473,0.074449813238745,0.0012685510217176,0.329028913516832,0.0037385485980368,0.0492990795614105,6680000000.0,6810000000.0,0.671575114887806,0.595635711453561,0.329028913516832,0.111971750154829,0.0575078520985313,0,0.0010882061541666,0.277759438570488,0.0269538841751162
52,0,0.0004616061608576,0.0104212544932107,0.001949680372792,0.0518487166308915,0.0052574072261881,0.371134666270021,0.0053658477137564,0.398689483041117,0.0001512995496568,0.0264516129032258,0.0231452785570554,0.0192829849785098,0.011028813959627,0.0548984950163309,0.0103872518804945,0.327938302723523,0.0,0.0249837990341245,0.0001267222012663,9930000000.0,0.671578675251663,0.431696603138509,0.327938302723523,0.110933233663468,0.019789517257016,0,0.0007294966190284,0.276193025495972,0.026911795869791
53,0,0.000459909262872,0.0061953593757603,0.0042604802159421,0.0939021072044018,0.0055629401247009,0.371953306209362,0.0059471580384127,0.400264997193281,0.0001679425001191,0.0238709677419355,0.0134717917835583,0.0088020561252465,0.0007011915314569,0.066617814014015,0.0122751600368742,0.328758198764507,0.0029870185384227,0.0157044320013342,0.0001623811650122,9660000000.0,0.671572916168311,0.241062115289368,0.328758198764507,0.112523243721568,0.0270168068643629,0,0.0012104799055507,0.277868818728457,0.02699137759224
